OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,H_MEAN,A_MEAN,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,NUM_PAST,NUM_FUTURE,PCT_GROWTH,ENTRY_ED,WORK_EXP,CAT_SMALL,CAT_BIG
31-2011,Occupational Therapy Assistants,detailed,"30,450",26.56,"55,250",16.76,21.34,26.57,32.01,35.82,"34,870","44,400","55,270","66,590","74,510",30.3,43.2,42.6,Associate's degree,None,Occupational Therapy and Physical Therapist Assistants and Aides,Healthcare Support
31-2012,Occupational Therapy Aides,detailed,"8,710",13.9,"28,900",8.72,9.93,12.67,16.24,21.69,"18,140","20,640","26,350","33,770","45,110",8.4,11.4,36.2,High school diploma or equivalent,None,Occupational Therapy and Physical Therapist Assistants and Aides,Healthcare Support
31-2021,Physical Therapist Assistants,detailed,"72,640",25.63,"53,320",15.5,20.5,25.65,31.01,35.46,"32,230","42,630","53,360","64,510","73,760",71.4,100.7,41,Associate's degree,None,Occupational Therapy and Physical Therapist Assistants and Aides,Healthcare Support
31-2022,Physical Therapist Aides,detailed,"48,630",12.5,"25,990",8.57,9.89,11.69,14.2,17.49,"17,820","20,560","24,310","29,540","36,390",50,70.1,40.1,High school diploma or equivalent,None,Occupational Therapy and Physical Therapist Assistants and Aides,Healthcare Support
31-9011,Massage Therapists,detailed,"79,040",19.42,"40,400",8.79,11.72,17.27,24.92,34.14,"18,280","24,380","35,920","51,820","71,020",132.8,162.8,22.6,Postsecondary non-degree award,None,Other Healthcare Support Occupations,Healthcare Support
31-9091,Dental Assistants,detailed,"309,540",17.13,"35,640",11.64,13.86,16.78,20.18,23.25,"24,220","28,820","34,900","41,980","48,350",303.2,377.6,24.5,Postsecondary non-degree award,None,Other Healthcare Support Occupations,Healthcare Support
31-9092,Medical Assistants,detailed,"571,690",14.8,"30,780",10.23,12.09,14.24,17.12,20.15,"21,280","25,160","29,610","35,600","41,910",560.8,723.7,29,Postsecondary non-degree award,None,Other Healthcare Support Occupations,Healthcare Support
31-9093,Medical Equipment Preparers,detailed,"51,300",16.02,"33,320",10.47,12.58,15.25,18.35,22.8,"21,770","26,170","31,720","38,170","47,420",51.6,62,20.3,High school diploma or equivalent,None,Other Healthcare Support Occupations,Healthcare Support
31-9094,Medical Transcriptionists,detailed,"68,350",16.95,"35,260",10.94,13.5,16.63,20.08,23.06,"22,750","28,080","34,590","41,770","47,960",84.1,90.5,7.6,Postsecondary non-degree award,None,Other Healthcare Support Occupations,Healthcare Support
31-9095,Pharmacy Aides,detailed,"42,250",11.78,"24,510",8.25,9.17,10.85,13.49,17.15,"17,160","19,070","22,580","28,050","35,680",42.9,47.6,11.1,High school diploma or equivalent,None,Other Healthcare Support Occupations,Healthcare Support
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,"71,800",12.07,"25,110",8.36,9.43,11.32,13.96,17.15,"17,380","19,620","23,550","29,040","35,680",74.6,81.7,9.5,High school diploma or equivalent,None,Other Healthcare Support Occupations,Healthcare Support
31-9097,Phlebotomists,detailed,"108,210",15.1,"31,410",10.46,12.27,14.5,17.44,20.77,"21,760","25,510","30,150","36,270","43,190",101.3,128.4,26.7,Postsecondary non-degree award,None,Other Healthcare Support Occupations,Healthcare Support
31-9099,"Healthcare Support Workers, All Other",detailed,"99,880",16.8,"34,950",10.01,12.69,16.42,20.3,24.06,"20,820","26,390","34,150","42,230","50,040",107.4,124.6,16,High school diploma or equivalent,None,Other Healthcare Support Occupations,Healthcare Support
33-1011,First-Line Supervisors of Correctional Officers,detailed,"44,980",29.59,"61,540",18.12,21.07,27.74,37.1,44.3,"37,690","43,830","57,700","77,170","92,140",46.7,48.6,4,High school diploma or equivalent,Less than 5 years,Supervisors of Protective Service Workers,Protective Service
33-1012,First-Line Supervisors of Police and Detectives,detailed,"101,320",39.76,"82,710",22.78,29.09,38.07,49.33,60.73,"47,390","60,500","79,190","102,600","126,320",103.7,108.7,4.9,High school diploma or equivalent,Less than 5 years,Supervisors of Protective Service Workers,Protective Service
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,detailed,"59,700",34.94,"72,670",19.74,25.98,33.68,43.23,53.42,"41,050","54,040","70,040","89,920","111,120",62.3,66.3,6.3,Postsecondary non-degree award,Less than 5 years,Supervisors of Protective Service Workers,Protective Service
33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,"64,510",23.08,"48,000",12.65,16.38,22.04,27.87,35.22,"26,320","34,060","45,830","57,970","73,250",69.1,74.7,8,High school diploma or equivalent,Less than 5 years,Supervisors of Protective Service Workers,Protective Service
33-2011,Firefighters,detailed,"302,870",23.21,"48,270",10.56,14.95,21.92,29.58,38.67,"21,960","31,110","45,600","61,520","80,430",307,327.3,6.6,Postsecondary non-degree award,None,Fire Fighting and Prevention Workers,Protective Service
33-2021,Fire Inspectors and Investigators,detailed,"11,520",27.93,"58,100",16.16,20.6,26.66,34.42,42.43,"33,610","42,850","55,440","71,590","88,260",12.2,13,6.2,High school diploma or equivalent,5 years or more,Fire Fighting and Prevention Workers,Protective Service
33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,"1,730",19.54,"40,640",10.73,13.1,16.16,24.36,34,"22,320","27,250","33,610","50,680","70,730",1.9,1.9,2.8,High school diploma or equivalent,Less than 5 years,Fire Fighting and Prevention Workers,Protective Service
33-3011,Bailiffs,detailed,"16,360",19.53,"40,620",9.26,12.86,17.83,26.35,32.55,"19,260","26,740","37,080","54,800","67,700",16.8,17.7,5.3,High school diploma or equivalent,None,Law Enforcement Workers,Protective Service
33-3012,Correctional Officers and Jailers,detailed,"432,680",21.32,"44,350",12.86,15.2,19.02,26.62,34.48,"26,740","31,620","39,550","55,380","71,720",452.8,474.9,4.9,High school diploma or equivalent,None,Law Enforcement Workers,Protective Service
33-3021,Detectives and Criminal Investigators,detailed,"109,960",38,"79,030",19.29,25.09,36.89,48.44,60.25,"40,110","52,190","76,730","100,760","125,320",115.2,117.5,2,High school diploma or equivalent,Less than 5 years,Law Enforcement Workers,Protective Service
33-3031,Fish and Game Wardens,detailed,"6,640",24.27,"50,470",15.9,18.77,23.44,28.82,34.38,"33,080","39,050","48,760","59,940","71,510",6.6,6.7,1.2,High school diploma or equivalent,None,Law Enforcement Workers,Protective Service
33-3041,Parking Enforcement Workers,detailed,"8,790",17.9,"37,220",10.41,13.2,17.4,22.23,26.65,"21,650","27,460","36,190","46,240","55,440",9.7,9.7,-0.2,High school diploma or equivalent,None,Law Enforcement Workers,Protective Service
33-3051,Police and Sheriff's Patrol Officers,detailed,"635,380",28.23,"58,720",15.71,20.15,26.99,35.44,43.6,"32,670","41,910","56,130","73,710","90,700",653.8,692.7,5.9,High school diploma or equivalent,None,Law Enforcement Workers,Protective Service
33-3052,Transit and Railroad Police,detailed,"4,060",27.98,"58,200",15.93,20.73,26.68,35.38,42.15,"33,140","43,130","55,490","73,590","87,670",4.3,4.4,3.4,High school diploma or equivalent,None,Law Enforcement Workers,Protective Service
33-9011,Animal Control Workers,detailed,"13,590",16.29,"33,870",9.64,12.15,15.4,19.46,24.81,"20,060","25,280","32,020","40,490","51,600",14.6,15.7,7.7,High school diploma or equivalent,None,Other Protective Service Workers,Protective Service
33-9021,Private Detectives and Investigators,detailed,"25,820",25.91,"53,890",14.58,17.72,22.24,31.57,40.19,"30,330","36,860","46,250","65,660","83,600",30,33.3,11.2,High school diploma or equivalent,Less than 5 years,Other Protective Service Workers,Protective Service
33-9031,Gaming Surveillance Officers and Gaming Investigators,detailed,"10,260",15.37,"31,970",10.08,11.9,14.15,17.97,22.66,"20,960","24,750","29,440","37,370","47,130",9.3,10,7,High school diploma or equivalent,None,Other Protective Service Workers,Protective Service
33-9032,Security Guards,detailed,"1,066,730",13.24,"27,550",8.42,9.54,11.57,15.33,20.75,"17,510","19,850","24,070","31,890","43,150","1,074.30","1,203.90",12.1,High school diploma or equivalent,None,Other Protective Service Workers,Protective Service
33-9091,Crossing Guards,detailed,"68,050",12.75,"26,530",8.34,9.3,11.49,15.11,18.26,"17,360","19,340","23,890","31,430","37,980",71.4,74.5,4.3,High school diploma or equivalent,None,Other Protective Service Workers,Protective Service
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,"130,700",10.05,"20,890",7.87,8.4,9.16,10.96,14.03,"16,360","17,470","19,040","22,790","29,170",130.1,143.4,10.2,High school diploma or equivalent,None,Other Protective Service Workers,Protective Service
33-9093,Transportation Security Screeners,detailed,"45,790",17.98,"37,400",14.63,16.09,17.83,19.34,21.46,"30,440","33,470","37,090","40,230","44,640",50.8,53.8,5.9,High school diploma or equivalent,None,Other Protective Service Workers,Protective Service
33-9099,"Protective Service Workers, All Other",detailed,"96,260",16.08,"33,450",8.96,10.82,14.43,19.19,26.36,"18,630","22,510","30,020","39,910","54,820",82.5,89.6,8.6,High school diploma or equivalent,None,Other Protective Service Workers,Protective Service
35-1011,Chefs and Head Cooks,detailed,"107,730",22.42,"46,620",11.62,14.94,20.43,27.71,35.69,"24,160","31,070","42,490","57,640","74,240",115.4,121.5,5.2,High school diploma or equivalent,5 years or more,Supervisors of Food Preparation and Serving Workers,Food Service
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,"842,540",15.38,"31,980",9.46,11.06,14.09,18.51,23.19,"19,670","23,000","29,320","38,500","48,230",848.5,957.8,12.9,High school diploma or equivalent,Less than 5 years,Supervisors of Food Preparation and Serving Workers,Food Service
35-2011,"Cooks, Fast Food",detailed,"507,940",9.07,"18,870",7.82,8.3,8.88,9.5,11.28,"16,260","17,270","18,470","19,750","23,460",516.9,514.4,-0.5,Less than high school,None,Cooks and Food Preparation Workers,Food Service
35-2012,"Cooks, Institution and Cafeteria",detailed,"399,940",11.86,"24,670",8.17,9.17,11.14,13.88,17.11,"17,000","19,080","23,170","28,870","35,600",408.9,462.8,13.2,Less than high school,None,Cooks and Food Preparation Workers,Food Service
35-2013,"Cooks, Private Household",detailed,590,13.15,"27,350",8.6,9.8,11.17,15.82,18.18,"17,890","20,390","23,240","32,900","37,810",7,6.9,-0.8,Postsecondary non-degree award,Less than 5 years,Cooks and Food Preparation Workers,Food Service
35-2014,"Cooks, Restaurant",detailed,"1,057,550",11.27,"23,440",8.2,9.07,10.65,12.95,15.23,"17,060","18,860","22,160","26,930","31,670","1,024.10","1,174.20",14.7,Less than high school,Less than 5 years,Cooks and Food Preparation Workers,Food Service
35-2015,"Cooks, Short Order",detailed,"167,480",10.18,"21,160",7.89,8.53,9.51,11.34,13.82,"16,420","17,740","19,780","23,600","28,740",166.1,166.6,0.3,Less than high school,None,Cooks and Food Preparation Workers,Food Service
35-2019,"Cooks, All Other",detailed,"21,160",12.61,"26,230",8.45,9.39,11.58,14.49,18.08,"17,570","19,520","24,080","30,130","37,600",25.5,28.7,12.7,Less than high school,None,Cooks and Food Preparation Workers,Food Service
35-2021,Food Preparation Workers,detailed,"824,080",10.15,"21,110",7.97,8.56,9.35,11.3,13.94,"16,580","17,800","19,440","23,510","28,990",807.8,836.7,3.6,Less than high school,None,Cooks and Food Preparation Workers,Food Service
35-3011,Bartenders,detailed,"555,560",10.46,"21,770",7.89,8.4,9.09,11.08,15.76,"16,400","17,480","18,920","23,040","32,780",551.1,616.7,11.9,Less than high school,None,Food and Beverage Serving Workers,Food Service
35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",detailed,"3,022,880",9.08,"18,880",7.78,8.22,8.81,9.39,11.34,"16,190","17,090","18,330","19,540","23,580","2,969.30","3,391.20",14.2,Less than high school,None,Food and Beverage Serving Workers,Food Service
35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",detailed,"451,730",9.45,"19,650",7.86,8.34,8.99,10.12,12.24,"16,340","17,350","18,700","21,050","25,450",439.2,436.9,-0.5,Less than high school,None,Food and Beverage Serving Workers,Food Service
35-3031,Waiters and Waitresses,detailed,"2,403,960",10.04,"20,880",7.84,8.3,8.94,10.22,14.33,"16,300","17,270","18,590","21,250","29,810","2,362.20","2,494.00",5.6,Less than high school,None,Food and Beverage Serving Workers,Food Service
35-3041,"Food Servers, Nonrestaurant",detailed,"244,820",10.77,"22,400",8,8.61,9.58,11.81,15.47,"16,640","17,920","19,920","24,560","32,180",241.3,289.9,20.1,Less than high school,None,Food and Beverage Serving Workers,Food Service
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,"409,700",9.59,"19,940",7.87,8.34,8.95,9.92,12.77,"16,370","17,350","18,610","20,630","26,560",403.2,435.4,8,Less than high school,None,Food and Beverage Serving Workers,Food Service
35-9021,Dishwashers,detailed,"498,110",9.22,"19,180",7.85,8.32,8.95,9.82,11.38,"16,330","17,310","18,610","20,420","23,660",508.5,540.2,6.2,Less than high school,None,Food and Beverage Serving Workers,Food Service
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,"360,970",9.46,"19,670",7.83,8.31,8.96,10.14,12.21,"16,280","17,280","18,640","21,090","25,400",347.3,366.4,5.5,Less than high school,None,Food and Beverage Serving Workers,Food Service
35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,"37,880",11.22,"23,330",8.14,8.76,9.94,13.08,16.81,"16,920","18,230","20,680","27,210","34,960",37.8,41.5,9.8,Less than high school,None,Food and Beverage Serving Workers,Food Service
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"169,920",18.45,"38,380",10.62,13.17,17.15,22.42,28.52,"22,090","27,390","35,680","46,640","59,320",249.5,281.6,12.8,High school diploma or equivalent,Less than 5 years,Supervisors of Building and Grounds Cleaning and Maintenance Workers,Building and Grounds
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,"99,620",21.91,"45,560",12.83,15.98,20.47,26.64,33.82,"26,690","33,240","42,570","55,400","70,350",207.3,233.6,12.7,High school diploma or equivalent,Less than 5 years,Supervisors of Building and Grounds Cleaning and Maintenance Workers,Building and Grounds
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"2,101,810",12.09,"25,140",8.14,8.96,10.86,14.24,18.27,"16,940","18,640","22,590","29,610","38,000","2,324.00","2,604.00",12.1,Less than high school,None,Building Cleaning and Pest Control Workers,Building and Grounds
37-2012,Maids and Housekeeping Cleaners,detailed,"917,470",10.64,"22,130",7.95,8.57,9.51,11.64,15.34,"16,540","17,820","19,780","24,200","31,900","1,434.60","1,618.00",12.8,Less than high school,None,Building Cleaning and Pest Control Workers,Building and Grounds
37-2019,"Building Cleaning Workers, All Other",detailed,"15,790",14.57,"30,300",9.35,11.19,13.77,17.44,21.28,"19,440","23,280","28,630","36,280","44,250",14.4,16.6,15,Less than high school,None,Building Cleaning and Pest Control Workers,Building and Grounds
37-2021,Pest Control Workers,detailed,"64,450",15.61,"32,480",9.51,11.86,14.58,18.38,23.16,"19,790","24,670","30,330","38,230","48,170",65.4,78.2,19.7,High school diploma or equivalent,None,Building Cleaning and Pest Control Workers,Building and Grounds
37-3011,Landscaping and Groundskeeping Workers,detailed,"839,780",12.65,"26,300",8.44,9.56,11.51,14.58,18.38,"17,550","19,890","23,940","30,320","38,220","1,124.90","1,264.00",12.4,Less than high school,None,Grounds Maintenance Workers,Building and Grounds
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,"22,830",15.72,"32,690",10.26,12.41,14.82,18.14,22.48,"21,340","25,820","30,820","37,720","46,760",29.6,33,11.2,High school diploma or equivalent,None,Grounds Maintenance Workers,Building and Grounds
37-3013,Tree Trimmers and Pruners,detailed,"40,720",16.57,"34,470",9.76,12.16,15.67,20.16,25.46,"20,310","25,290","32,590","41,930","52,950",53.2,63,18.5,High school diploma or equivalent,None,Grounds Maintenance Workers,Building and Grounds
37-3019,"Grounds Maintenance Workers, All Other",detailed,"19,030",15.25,"31,720",8.64,10.14,13.52,19.25,26.16,"17,960","21,090","28,120","40,030","54,410",19.3,21.3,10,Less than high school,None,Grounds Maintenance Workers,Building and Grounds
39-1011,Gaming Supervisors,detailed,"25,150",23.53,"48,940",14.82,18.18,23.2,28.24,33.78,"30,830","37,820","48,250","58,730","70,260",38.5,41.6,8.2,High school diploma or equivalent,Less than 5 years,Supervisors of Personal Care and Service Workers,Service & Personal Care
39-1012,Slot Supervisors,detailed,"7,730",16.25,"33,800",9.58,11.41,15.13,19.79,25.54,"19,930","23,740","31,470","41,160","53,130",10.7,11.4,5.8,High school diploma or equivalent,Less than 5 years,Supervisors of Personal Care and Service Workers,Service & Personal Care
39-1021,First-Line Supervisors of Personal Service Workers,detailed,"150,300",18.39,"38,260",10.64,13.14,16.97,22.17,28.45,"22,120","27,320","35,300","46,110","59,180",251.5,279.5,11.1,High school diploma or equivalent,Less than 5 years,Supervisors of Personal Care and Service Workers,Service & Personal Care
39-2011,Animal Trainers,detailed,"10,610",14.92,"31,030",8.45,9.65,12.17,17.99,25.22,"17,570","20,070","25,320","37,420","52,460",41.6,47.7,14.8,High school diploma or equivalent,None,Animal Care and Service Workers,Service & Personal Care
